,Season,Lg,Tm,W,L,Finish,Age,Ht.,Wt.,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Team,Start_Year,End_Year
624,1997-98,NBA,CHH,51.0,31.0,3.0,29.2,6-6,219.0,82.0,241.2,36.2,77.4,0.468,4.2,11.0,0.383,32.0,66.3,0.482,20.0,26.7,0.751,12.0,28.5,40.6,23.7,8.4,3.8,15.2,21.4,96.6,CHA,1997,1998
625,1996-97,NBA,CHH,54.0,28.0,4.0,29.1,6-5,213.0,82.0,241.5,36.4,77.3,0.471,7.2,16.9,0.428,29.2,60.5,0.483,18.8,24.2,0.777,11.1,28.0,39.1,24.6,7.3,4.3,14.7,20.8,98.9,CHA,1996,1997
626,1995-96,NBA,CHH,41.0,41.0,6.0,27.8,6-6,215.0,82.0,242.4,37.9,80.7,0.47,7.1,18.5,0.384,30.8,62.2,0.495,19.9,25.8,0.77,12.0,27.5,39.5,23.3,7.1,3.4,15.1,22.1,102.8,CHA,1995,1996
627,1994-95,NBA,CHH,50.0,32.0,2.0,28.0,6-4,206.0,82.0,241.5,37.2,78.5,0.474,6.8,17.2,0.397,30.4,61.3,0.495,19.4,24.9,0.777,10.1,29.2,39.4,25.3,7.6,4.9,14.9,20.5,100.6,CHA,1994,1995
628,1993-94,NBA,CHH,41.0,41.0,5.0,27.6,6-4,202.0,82.0,241.8,41.2,86.6,0.476,4.1,11.2,0.367,37.1,75.4,0.493,19.9,26.0,0.764,12.4,30.2,42.6,27.0,8.8,4.8,15.4,21.3,106.5,CHA,1993,1994
629,1992-93,NBA,CHH,44.0,38.0,3.0,25.7,6-4,203.0,82.0,240.9,42.8,87.9,0.487,2.1,6.5,0.326,40.7,81.4,0.5,22.3,29.0,0.771,13.4,30.6,43.9,26.4,7.8,5.8,16.2,21.8,110.1,CHA,1992,1993
630,1991-92,NBA,CHH,31.0,51.0,7.0,25.2,6-4,204.0,82.0,241.5,44.1,92.3,0.477,1.4,4.5,0.317,42.6,87.8,0.486,20.0,26.4,0.755,14.2,28.9,43.1,27.9,10.0,3.8,15.5,22.2,109.5,CHA,1991,1992
631,1990-91,NBA,CHH,26.0,56.0,7.0,25.5,6-5,206.0,82.0,241.5,40.1,85.8,0.467,1.6,5.1,0.314,38.5,80.7,0.477,21.0,27.0,0.779,12.5,26.8,39.4,24.6,9.3,3.7,15.7,23.7,102.8,CHA,1990,1991
632,1989-90,NBA,CHH,19.0,63.0,7.0,25.6,6-4,204.0,82.0,240.9,39.9,87.6,0.455,2.5,7.5,0.336,37.4,80.1,0.466,18.1,24.0,0.756,11.7,27.0,38.7,25.4,9.5,3.2,15.0,23.0,100.4,CHA,1989,1990
633,1988-89,NBA,CHH,20.0,62.0,6.0,27.2,6-5,203.0,82.0,241.2,41.8,90.6,0.461,1.6,5.2,0.312,40.1,85.4,0.47,19.3,25.1,0.767,13.9,26.8,40.7,28.3,8.6,3.2,16.1,25.2,104.5,CHA,1988,1989
634,2023-24,NBA,WAS,15.0,67.0,5.0,24.9,6-6,210.0,82.0,240.6,43.0,91.4,0.47,12.4,35.5,0.348,30.6,55.8,0.548,15.4,20.2,0.764,9.2,31.9,41.1,27.9,7.6,5.1,14.0,20.0,113.7,WAS,2023,2024
635,2022-23,NBA,WAS,35.0,47.0,3.0,26.2,6-7,213.0,82.0,240.9,42.1,86.9,0.485,11.3,31.7,0.356,30.9,55.2,0.559,17.6,22.4,0.785,9.4,34.2,43.6,25.4,6.8,5.2,14.1,18.8,113.2,WAS,2022,2023
636,2021-22,NBA,WAS,35.0,47.0,4.0,25.9,6-6,214.0,82.0,241.8,40.6,86.0,0.472,10.5,30.6,0.342,30.1,55.4,0.543,17.0,21.7,0.783,9.0,34.1,43.1,25.0,6.4,5.0,13.1,18.8,108.6,WAS,2021,2022
637,2020-21,NBA,WAS,34.0,38.0,3.0,26.6,6-6,216.0,72.0,241.7,43.2,90.9,0.475,10.2,29.0,0.351,33.0,61.9,0.533,20.1,26.2,0.769,9.7,35.5,45.2,25.5,7.3,4.1,14.4,21.6,116.6,WAS,2020,2021
638,2019-20,NBA,WAS,25.0,47.0,4.0,25.1,6-5,211.0,72.0,241.0,41.5,90.9,0.457,12.0,32.6,0.368,29.5,58.3,0.506,19.4,24.6,0.788,10.2,31.9,42.0,25.0,8.0,4.3,14.2,22.7,114.4,WAS,2019,2020
639,2018-19,NBA,WAS,32.0,50.0,4.0,26.5,6-6,220.0,82.0,243.0,42.1,90.1,0.468,11.3,33.3,0.341,30.8,56.8,0.543,18.4,23.9,0.768,9.7,32.7,42.4,26.3,8.3,4.6,14.1,20.7,114.0,WAS,2018,2019
640,2017-18,NBA,WAS,43.0,39.0,2.0,26.9,6-7,216.0,82.0,242.1,39.9,85.6,0.467,9.9,26.5,0.375,30.0,59.1,0.508,16.8,21.8,0.772,10.0,33.1,43.1,25.2,7.9,4.3,14.6,21.3,106.6,WAS,2017,2018
641,2016-17,NBA,WAS,49.0,33.0,1.0,26.0,6-7,216.0,82.0,242.1,41.3,87.0,0.475,9.2,24.8,0.372,32.1,62.3,0.515,17.3,22.1,0.784,10.3,32.6,42.9,23.9,8.5,4.1,14.2,21.3,109.2,WAS,2016,2017
642,2015-16,NBA,WAS,41.0,41.0,4.0,27.3,6-6,214.0,82.0,240.9,39.5,85.8,0.46,8.6,24.2,0.358,30.8,61.6,0.501,16.5,22.5,0.73,9.1,32.8,41.8,24.5,8.6,3.9,14.5,20.8,104.1,WAS,2015,2016
643,2014-15,NBA,WAS,46.0,36.0,2.0,28.6,6-7,221.0,82.0,243.4,38.3,82.8,0.462,6.1,16.8,0.36,32.2,66.0,0.488,15.9,21.4,0.742,10.5,34.2,44.7,24.0,7.3,4.6,15.0,20.8,98.5,WAS,2014,2015
644,2013-14,NBA,WAS,44.0,38.0,2.0,26.3,6-7,218.0,82.0,244.6,38.7,84.4,0.459,7.9,20.8,0.38,30.9,63.6,0.485,15.3,20.9,0.731,10.8,31.4,42.2,23.3,8.1,4.6,14.7,20.4,100.7,WAS,2013,2014
645,2012-13,NBA,WAS,29.0,53.0,3.0,25.4,6-6,220.0,82.0,242.1,35.5,81.6,0.435,6.6,18.2,0.365,28.8,63.4,0.455,15.6,21.3,0.733,10.8,32.3,43.2,21.6,7.3,4.6,15.1,20.5,93.2,WAS,2012,2013
646,2011-12,NBA,WAS,20.0,46.0,4.0,24.2,6-7,220.0,66.0,240.4,36.6,83.0,0.441,5.2,16.3,0.32,31.4,66.7,0.47,15.3,21.0,0.727,11.7,29.9,41.7,19.1,8.0,6.3,15.3,21.3,93.6,WAS,2011,2012
647,2010-11,NBA,WAS,23.0,59.0,5.0,24.9,6-7,216.0,82.0,243.0,37.2,84.0,0.443,4.8,14.4,0.332,32.4,69.6,0.465,18.2,24.4,0.745,12.4,29.0,41.3,19.4,8.1,6.1,15.3,22.6,97.3,WAS,2010,2011
648,2009-10,NBA,WAS,26.0,56.0,5.0,27.6,6-7,216.0,82.0,241.8,36.7,81.7,0.449,5.3,14.9,0.353,31.4,66.8,0.471,17.6,23.1,0.762,11.8,30.0,41.8,19.0,6.0,5.1,14.9,21.4,96.2,WAS,2009,2010
649,2008-09,NBA,WAS,19.0,63.0,5.0,26.9,6-7,216.0,82.0,240.3,36.5,81.2,0.45,4.8,14.6,0.33,31.7,66.5,0.476,18.2,23.8,0.767,11.7,28.4,40.1,20.0,7.5,4.5,14.0,20.5,96.1,WAS,2008,2009
650,2007-08,NBA,WAS,43.0,39.0,2.0,27.2,6-7,222.0,82.0,242.7,36.4,81.6,0.446,7.0,19.7,0.356,29.4,62.0,0.475,19.0,24.3,0.782,12.3,29.3,41.6,19.6,7.7,4.8,13.2,19.6,98.8,WAS,2007,2008
651,2006-07,NBA,WAS,41.0,41.0,2.0,26.8,6-6,220.0,82.0,241.8,37.4,83.2,0.45,6.8,19.7,0.348,30.6,63.5,0.482,22.6,29.6,0.765,12.2,29.0,41.2,20.2,7.7,4.6,13.8,22.2,104.3,WAS,2006,2007
652,2005-06,NBA,WAS,42.0,40.0,2.0,26.5,6-7,219.0,82.0,241.8,36.3,81.2,0.447,6.1,17.0,0.357,30.2,64.2,0.471,23.0,30.4,0.757,12.6,28.6,41.2,18.6,8.0,4.1,13.9,22.6,101.7,WAS,2005,2006
653,2004-05,NBA,WAS,45.0,37.0,2.0,25.3,6-7,217.0,82.0,241.2,36.2,82.9,0.437,6.3,18.3,0.343,29.9,64.6,0.463,21.9,30.2,0.725,13.8,29.0,42.8,19.1,8.7,4.2,14.3,22.0,100.5,WAS,2004,2005
654,2003-04,NBA,WAS,25.0,57.0,6.0,24.4,6-7,218.0,82.0,241.8,33.6,80.0,0.421,5.3,15.5,0.341,28.4,64.5,0.44,19.3,27.0,0.714,13.6,29.2,42.8,18.7,8.9,5.0,17.5,20.9,91.8,WAS,2003,2004
655,2002-03,NBA,WAS,37.0,45.0,5.0,28.4,6-7,219.0,82.0,241.8,34.3,78.0,0.44,3.1,9.9,0.312,31.3,68.1,0.459,19.7,25.3,0.779,11.2,29.2,40.4,19.7,7.6,4.8,13.4,20.0,91.5,WAS,2002,2003
656,2001-02,NBA,WAS,37.0,45.0,5.0,27.5,6-6,216.0,82.0,240.6,35.8,81.3,0.441,3.7,9.6,0.388,32.1,71.7,0.448,17.4,22.8,0.765,12.9,29.2,42.0,20.9,7.0,4.3,13.0,21.5,92.8,WAS,2001,2002
657,2000-01,NBA,WAS,19.0,63.0,7.0,27.0,6-6,217.0,82.0,240.0,34.5,78.7,0.439,3.4,10.3,0.324,31.2,68.4,0.456,20.8,27.4,0.759,12.4,28.9,41.3,20.1,7.7,4.7,17.0,23.3,93.2,WAS,2000,2001
658,1999-00,NBA,WAS,29.0,53.0,7.0,28.0,6-6,220.0,82.0,241.5,36.7,81.5,0.451,4.1,10.9,0.376,32.6,70.6,0.462,19.1,25.7,0.743,13.0,29.7,42.7,21.6,7.2,4.7,16.1,26.2,96.6,WAS,1999,2000
659,1998-99,NBA,WAS,18.0,32.0,6.0,29.3,6-6,215.0,50.0,241.0,35.4,79.4,0.445,3.6,11.6,0.309,31.8,67.8,0.469,16.9,24.0,0.705,11.9,28.1,40.0,21.3,7.9,3.9,14.7,23.0,91.2,WAS,1998,1999
660,1997-98,NBA,WAS,42.0,40.0,4.0,26.7,6-6,215.0,82.0,241.5,37.6,83.1,0.452,3.9,11.5,0.339,33.7,71.5,0.47,18.2,26.3,0.691,13.7,28.5,42.2,23.2,8.4,4.6,14.1,22.4,97.2,WAS,1997,1998
661,1996-97,NBA,WSB,44.0,38.0,4.0,25.9,6-7,220.0,82.0,242.1,39.1,81.4,0.48,4.0,12.2,0.331,35.1,69.2,0.507,17.1,24.1,0.707,12.3,29.5,41.8,23.4,8.7,4.9,15.7,22.1,99.4,WAS,1996,1997
662,1995-96,NBA,WSB,39.0,43.0,4.0,24.8,6-7,223.0,82.0,241.5,39.0,80.7,0.484,6.0,14.8,0.407,33.0,65.9,0.501,18.4,25.3,0.728,11.3,28.4,39.7,22.1,7.2,6.2,16.2,24.2,102.5,WAS,1995,1996
663,1994-95,NBA,WSB,21.0,61.0,7.0,24.5,6-7,224.0,82.0,242.1,38.7,84.1,0.46,5.3,15.4,0.343,33.5,68.7,0.487,17.8,24.5,0.724,12.7,27.1,39.8,21.3,7.9,4.9,15.9,23.8,100.5,WAS,1994,1995
664,1993-94,NBA,WSB,24.0,58.0,7.0,25.8,6-6,214.0,82.0,240.3,39.0,83.2,0.468,2.7,9.1,0.297,36.3,74.2,0.489,19.7,26.4,0.748,13.1,26.7,39.8,22.2,8.5,3.9,17.1,20.9,100.4,WAS,1993,1994
665,1992-93,NBA,WSB,22.0,60.0,7.0,26.1,6-6,202.0,82.0,241.5,40.3,86.2,0.467,2.1,7.0,0.301,38.1,79.1,0.482,19.2,25.7,0.748,12.6,28.3,40.8,25.7,8.2,4.4,16.1,21.9,101.9,WAS,1992,1993
666,1991-92,NBA,WSB,25.0,57.0,6.0,26.1,6-5,197.0,82.0,242.1,41.0,89.0,0.461,1.8,6.5,0.272,39.2,82.5,0.476,18.5,23.9,0.778,13.0,28.6,41.6,24.5,8.7,5.1,15.3,22.6,102.4,WAS,1991,1992
667,1990-91,NBA,WSB,30.0,52.0,4.0,26.5,6-6,201.0,82.0,242.1,41.3,88.6,0.466,0.7,3.5,0.194,40.7,85.2,0.478,18.0,24.7,0.729,14.3,29.1,43.5,25.4,7.2,5.7,16.6,23.5,101.4,WAS,1990,1991
668,1989-90,NBA,WSB,31.0,51.0,4.0,27.5,6-6,206.0,82.0,241.8,43.9,92.5,0.475,0.5,2.4,0.188,43.4,90.0,0.482,19.5,25.5,0.764,14.6,29.9,44.5,27.0,6.8,5.2,14.6,23.5,107.7,WAS,1989,1990
669,1988-89,NBA,WSB,40.0,42.0,4.0,26.2,6-6,207.0,82.0,242.1,42.9,92.6,0.464,0.6,3.0,0.214,42.3,89.6,0.472,21.8,28.3,0.772,15.3,28.7,44.0,25.0,8.5,4.0,15.7,25.0,108.3,WAS,1988,1989
670,1987-88,NBA,WSB,38.0,44.0,2.0,26.6,6-6,201.0,82.0,242.4,40.9,87.4,0.468,0.4,1.7,0.21,40.6,85.7,0.473,23.3,30.2,0.773,15.0,28.0,43.0,22.9,8.5,6.1,16.9,23.4,105.5,WAS,1987,1988
671,1986-87,NBA,WSB,42.0,40.0,3.0,25.9,6-6,205.0,82.0,240.3,40.9,90.2,0.454,0.5,2.7,0.197,40.4,87.5,0.461,23.6,30.9,0.765,15.9,28.2,44.1,21.3,9.2,8.4,15.9,21.6,106.0,WAS,1986,1987
672,1985-86,NBA,WSB,39.0,43.0,3.0,27.1,6-7,205.0,82.0,242.1,40.4,87.2,0.463,1.4,5.0,0.284,39.0,82.2,0.474,20.8,27.9,0.745,13.0,29.7,42.7,21.3,7.6,8.7,16.4,21.9,103.0,WAS,1985,1986
673,1984-85,NBA,WSB,40.0,42.0,4.0,27.1,6-6,210.0,82.0,242.1,43.1,90.0,0.479,1.3,4.9,0.274,41.8,85.2,0.49,18.0,24.3,0.743,12.3,29.2,41.5,25.5,8.6,4.8,15.6,22.8,105.5,WAS,1984,1985
674,1983-84,NBA,WSB,35.0,47.0,5.0,26.2,6-6,216.0,82.0,242.7,40.8,84.2,0.484,0.9,3.4,0.252,39.9,80.8,0.494,20.3,26.8,0.756,12.5,29.1,41.6,26.7,6.8,3.9,17.7,24.3,102.7,WAS,1983,1984
675,1982-83,NBA,WSB,42.0,40.0,5.0,25.8,6-6,215.0,82.0,241.5,40.3,86.1,0.468,0.9,2.9,0.295,39.5,83.2,0.474,17.7,25.1,0.705,13.4,29.6,43.0,25.0,8.9,4.9,19.4,23.9,99.2,WAS,1982,1983
676,1981-82,NBA,WSB,43.0,39.0,4.0,26.0,6-6,212.0,82.0,241.8,41.5,87.4,0.474,0.7,2.9,0.25,40.7,84.5,0.482,19.8,25.7,0.772,12.8,31.5,44.3,24.2,7.8,4.8,17.0,25.3,103.5,WAS,1981,1982
677,1980-81,NBA,WSB,39.0,43.0,4.0,28.6,6-5,211.0,82.0,241.2,43.3,91.7,0.472,0.8,2.9,0.27,42.5,88.7,0.479,18.3,25.3,0.723,14.1,30.9,45.0,26.2,7.8,4.8,17.3,23.1,105.6,WAS,1980,1981
678,1979-80,NBA,WSB,39.0,43.0,3.0,29.0,6-5,211.0,82.0,242.4,43.6,95.1,0.458,0.9,2.9,0.307,42.7,92.2,0.463,18.9,25.0,0.758,16.3,33.2,49.5,26.8,6.5,5.4,16.8,23.1,107.0,WAS,1979,1980
679,2023-24,NBA,NOP,49.0,33.0,2.0,26.0,6-6,219.0,82.0,240.3,42.5,87.4,0.486,12.5,32.6,0.383,30.0,54.8,0.548,17.6,22.8,0.771,10.4,33.6,44.0,27.0,8.3,4.6,13.0,18.4,115.1,NOH,2023,2024
680,2022-23,NBA,NOP,42.0,40.0,2.0,25.9,6-6,215.0,82.0,242.1,42.0,87.6,0.48,11.0,30.1,0.364,31.1,57.5,0.541,19.3,24.4,0.793,10.6,33.1,43.7,25.9,8.3,4.1,14.6,20.5,114.4,NOH,2022,2023
681,2021-22,NBA,NOP,36.0,46.0,3.0,25.6,6-6,212.0,82.0,240.9,40.2,88.0,0.457,10.6,32.1,0.332,29.5,55.9,0.528,18.3,23.2,0.789,12.0,33.2,45.2,25.0,8.3,4.0,14.1,19.7,109.3,NOH,2021,2022
682,2020-21,NBA,NOP,31.0,41.0,4.0,24.8,6-6,221.0,72.0,242.1,42.5,89.1,0.477,10.6,30.4,0.348,31.9,58.6,0.544,19.0,26.1,0.729,11.7,35.7,47.4,26.0,7.6,4.4,14.6,18.0,114.6,NOH,2020,2021
683,2019-20,NBA,NOP,30.0,42.0,5.0,25.4,6-6,213.0,72.0,242.1,42.6,91.6,0.465,13.6,36.9,0.37,28.9,54.8,0.528,17.1,23.4,0.729,11.1,35.4,46.5,26.8,7.5,5.0,16.4,21.2,115.8,NOH,2019,2020
684,2018-19,NBA,NOP,33.0,49.0,4.0,25.7,6-5,219.0,82.0,240.9,43.7,92.2,0.473,10.3,29.9,0.344,33.4,62.4,0.536,17.8,23.4,0.761,11.1,36.2,47.3,27.0,7.4,5.4,14.8,21.1,115.4,NOH,2018,2019
685,2017-18,NBA,NOP,48.0,34.0,2.0,27.6,6-6,218.0,82.0,243.4,42.7,88.3,0.483,10.2,28.2,0.362,32.5,60.1,0.54,16.1,20.9,0.772,8.7,35.7,44.3,26.8,8.0,5.9,14.9,19.1,111.7,NOH,2017,2018
686,2016-17,NBA,NOP,34.0,48.0,4.0,25.7,6-6,220.0,82.0,242.7,39.1,87.0,0.45,9.4,26.8,0.35,29.8,60.2,0.495,16.7,22.3,0.75,8.6,35.1,43.7,22.8,7.8,5.5,12.9,18.2,104.3,NOH,2016,2017
687,2015-16,NBA,NOP,30.0,52.0,5.0,26.6,6-6,223.0,82.0,241.2,38.5,85.9,0.448,8.6,23.8,0.36,29.9,62.1,0.482,17.3,22.2,0.776,9.5,33.1,42.6,22.2,7.7,4.2,13.4,20.9,102.7,NOH,2015,2016
688,2014-15,NBA,NOP,45.0,37.0,5.0,25.3,6-7,221.0,82.0,241.2,37.9,82.9,0.457,7.1,19.3,0.37,30.8,63.6,0.484,16.4,21.8,0.751,11.5,32.0,43.5,22.0,6.7,6.2,13.3,18.7,99.4,NOH,2014,2015
689,2013-14,NBA,NOP,34.0,48.0,5.0,24.3,6-7,217.0,82.0,242.1,37.8,82.5,0.459,5.9,15.9,0.373,31.9,66.6,0.479,18.2,23.6,0.769,11.4,30.3,41.7,21.3,7.9,6.4,13.8,22.6,99.7,NOH,2013,2014
690,2012-13,NBA,NOH,27.0,55.0,5.0,24.0,6-7,219.0,82.0,241.2,36.0,80.4,0.448,6.5,18.0,0.363,29.5,62.4,0.473,15.5,20.0,0.776,12.0,29.6,41.6,21.0,6.3,5.4,14.5,20.4,94.1,NOH,2012,2013
691,2011-12,NBA,NOH,21.0,45.0,5.0,25.5,6-7,221.0,66.0,241.5,34.8,77.3,0.451,3.9,11.8,0.333,30.9,65.5,0.472,16.0,21.2,0.757,11.0,30.2,41.1,20.7,7.4,4.8,15.5,20.1,89.6,NOH,2011,2012
692,2010-11,NBA,NOH,46.0,36.0,3.0,26.3,6-6,215.0,82.0,241.8,35.9,78.2,0.459,5.4,15.0,0.36,30.5,63.2,0.482,17.7,23.1,0.765,10.0,30.1,40.1,20.6,7.6,4.4,13.0,21.0,94.9,NOH,2010,2011
693,2009-10,NBA,NOH,37.0,45.0,5.0,27.5,6-6,217.0,82.0,241.8,38.8,83.4,0.464,7.0,19.2,0.363,31.8,64.3,0.495,15.8,20.3,0.778,10.4,29.9,40.3,22.3,7.6,3.7,13.5,19.6,100.2,NOH,2009,2010
694,2008-09,NBA,NOH,49.0,33.0,4.0,28.2,6-7,217.0,82.0,240.9,35.5,77.6,0.457,6.8,18.6,0.364,28.7,59.0,0.487,18.0,22.4,0.807,9.8,29.9,39.7,19.6,7.2,4.1,12.5,20.3,95.8,NOH,2008,2009
695,2007-08,NBA,NOH,56.0,26.0,1.0,27.1,6-6,214.0,82.0,241.5,38.6,82.9,0.466,7.7,19.8,0.389,30.9,63.1,0.49,16.0,20.8,0.769,11.4,30.4,41.8,21.8,7.8,3.9,11.9,18.7,100.9,NOH,2007,2008
696,2006-07,NBA,NOK,39.0,43.0,4.0,26.4,6-6,214.0,82.0,242.4,36.2,81.4,0.445,5.5,15.3,0.362,30.7,66.1,0.464,17.5,23.7,0.74,12.5,30.6,43.1,18.7,6.4,4.2,14.5,19.8,95.5,NOH,2006,2007
697,2005-06,NBA,NOK,38.0,44.0,4.0,26.3,6-6,212.0,82.0,241.5,34.5,78.4,0.44,3.7,10.8,0.339,30.9,67.6,0.457,20.1,26.5,0.758,11.2,29.0,40.2,18.5,7.5,3.8,13.4,21.8,92.8,NOH,2005,2006
698,2004-05,NBA,NOH,18.0,64.0,5.0,27.5,6-6,219.0,82.0,243.0,33.1,80.0,0.415,5.1,16.0,0.315,28.1,63.9,0.44,17.1,22.3,0.766,12.4,27.8,40.2,21.0,6.7,3.8,14.8,23.0,88.4,NOH,2004,2005
699,2003-04,NBA,NOH,41.0,41.0,3.0,30.3,6-6,219.0,82.0,241.8,33.8,80.5,0.42,6.5,20.3,0.319,27.3,60.2,0.454,17.7,23.6,0.751,13.3,29.5,42.8,20.9,8.6,4.2,15.0,20.9,91.8,NOH,2003,2004
700,2002-03,NBA,NOH,47.0,35.0,3.0,29.1,6-6,223.0,82.0,242.7,35.5,81.6,0.435,4.9,13.1,0.376,30.6,68.5,0.447,17.9,23.3,0.768,13.4,30.2,43.6,22.0,8.0,4.8,14.8,21.6,93.9,NOH,2002,2003
701,2023-24,NBA,HOU,41.0,41.0,3.0,25.1,6-6,214.0,82.0,242.1,41.8,91.0,0.459,12.7,36.1,0.352,29.0,54.8,0.53,18.1,23.4,0.773,11.5,34.0,45.5,24.8,7.8,4.6,12.7,20.8,114.3,HOU,2023,2024
702,2022-23,NBA,HOU,22.0,60.0,4.0,22.1,6-6,214.0,82.0,240.9,40.6,88.9,0.457,10.4,31.9,0.327,30.2,56.9,0.53,19.1,25.3,0.754,13.4,32.9,46.3,22.4,7.3,4.6,16.2,20.5,110.7,HOU,2022,2023
703,2021-22,NBA,HOU,20.0,62.0,5.0,24.1,6-5,212.0,82.0,240.9,39.4,86.4,0.456,13.5,38.7,0.349,25.9,47.7,0.543,17.5,24.5,0.713,9.6,32.4,42.0,23.6,7.3,4.7,16.5,20.6,109.7,HOU,2021,2022
704,2020-21,NBA,HOU,17.0,55.0,5.0,26.5,6-5,219.0,72.0,240.3,39.3,88.5,0.444,13.8,40.6,0.339,25.5,47.9,0.532,16.5,22.3,0.74,9.3,33.3,42.6,23.6,7.6,5.0,14.7,19.5,108.8,HOU,2020,2021
705,2019-20,NBA,HOU,44.0,28.0,1.0,29.2,6-5,218.0,72.0,241.4,40.8,90.4,0.451,15.6,45.3,0.345,25.1,45.2,0.557,20.6,26.1,0.791,9.8,34.5,44.3,21.6,8.7,5.2,14.7,21.8,117.8,HOU,2019,2020
706,2018-19,NBA,HOU,53.0,29.0,1.0,29.2,6-5,219.0,82.0,241.8,39.2,87.4,0.449,16.1,45.4,0.356,23.1,42.0,0.551,19.3,24.4,0.791,10.2,31.9,42.1,21.2,8.5,4.9,13.3,22.0,113.9,HOU,2018,2019
707,2017-18,NBA,HOU,65.0,17.0,1.0,29.8,6-6,223.0,82.0,240.9,38.7,84.2,0.46,15.3,42.3,0.362,23.4,41.9,0.558,19.6,25.1,0.781,9.0,34.5,43.5,21.5,8.5,4.8,13.8,19.5,112.4,HOU,2017,2018
708,2016-17,NBA,HOU,55.0,27.0,2.0,27.4,6-6,219.0,82.0,241.2,40.3,87.2,0.462,14.4,40.3,0.357,25.9,46.9,0.552,20.3,26.5,0.766,10.9,33.5,44.4,25.2,8.2,4.3,15.1,19.9,115.3,HOU,2016,2017
709,2015-16,NBA,HOU,41.0,41.0,4.0,27.8,6-6,217.0,82.0,241.8,37.7,83.5,0.452,10.7,30.9,0.347,27.0,52.6,0.514,20.4,29.4,0.694,11.3,31.7,43.1,22.2,10.0,5.2,15.9,21.8,106.5,HOU,2015,2016
710,2014-15,NBA,HOU,56.0,26.0,1.0,27.6,6-6,211.0,82.0,241.5,37.0,83.3,0.444,11.4,32.7,0.348,25.6,50.6,0.506,18.6,26.0,0.715,11.7,32.0,43.7,22.2,9.5,5.0,16.7,22.0,103.9,HOU,2014,2015
711,2013-14,NBA,HOU,54.0,28.0,2.0,25.4,6-7,216.0,82.0,241.8,38.0,80.5,0.472,9.5,26.6,0.358,28.5,54.0,0.529,22.1,31.1,0.712,11.2,34.1,45.3,21.4,7.6,5.6,16.1,20.4,107.7,HOU,2013,2014
712,2012-13,NBA,HOU,45.0,37.0,3.0,24.4,6-7,221.0,82.0,241.2,38.1,82.7,0.461,10.6,28.9,0.366,27.5,53.8,0.511,19.2,25.5,0.754,11.1,32.3,43.4,23.2,8.3,4.4,16.4,20.3,106.0,HOU,2012,2013
713,2011-12,NBA,HOU,34.0,32.0,4.0,26.2,6-6,211.0,66.0,243.4,37.7,84.0,0.449,7.2,20.2,0.359,30.5,63.8,0.477,15.4,19.7,0.782,11.7,30.5,42.2,21.3,7.5,4.8,14.5,20.4,98.1,HOU,2011,2012
714,2010-11,NBA,HOU,43.0,39.0,5.0,26.5,6-6,212.0,82.0,242.4,38.7,85.1,0.454,8.3,22.5,0.367,30.4,62.6,0.486,20.3,25.4,0.801,11.7,31.1,42.8,23.8,7.1,4.5,13.5,20.0,105.9,HOU,2010,2011
715,2009-10,NBA,HOU,42.0,40.0,3.0,26.0,6-6,212.0,82.0,242.7,37.7,84.4,0.447,7.9,22.4,0.351,29.9,62.0,0.481,19.0,24.7,0.772,11.8,30.1,42.0,21.8,7.1,3.9,14.5,20.9,102.4,HOU,2009,2010
716,2008-09,NBA,HOU,53.0,29.0,2.0,27.9,6-7,226.0,82.0,241.5,36.1,79.6,0.453,7.6,20.2,0.375,28.5,59.4,0.48,18.7,23.2,0.805,10.5,32.5,43.0,20.3,6.7,4.3,14.1,18.9,98.4,HOU,2008,2009
717,2007-08,NBA,HOU,55.0,27.0,3.0,28.3,6-7,221.0,82.0,240.6,36.6,81.7,0.448,7.1,20.8,0.342,29.5,60.9,0.485,16.4,22.5,0.726,12.2,32.4,44.6,21.4,7.3,5.1,13.7,19.6,96.7,HOU,2007,2008
718,2006-07,NBA,HOU,52.0,30.0,3.0,28.2,6-7,219.0,82.0,242.1,35.4,79.6,0.445,8.6,23.1,0.372,26.8,56.5,0.475,17.5,23.2,0.753,10.7,32.6,43.3,20.8,7.1,4.1,14.2,20.9,97.0,HOU,2006,2007
719,2005-06,NBA,HOU,34.0,48.0,5.0,28.8,6-6,217.0,82.0,241.8,33.0,76.2,0.433,5.7,17.2,0.332,27.3,59.0,0.463,18.3,24.1,0.759,10.4,31.3,41.6,19.3,7.2,3.9,14.5,22.7,90.1,HOU,2005,2006
720,2004-05,NBA,HOU,51.0,31.0,3.0,29.7,6-7,225.0,82.0,242.1,34.7,78.3,0.443,6.7,18.5,0.364,28.0,59.7,0.468,18.9,24.2,0.781,10.7,31.7,42.4,21.1,6.9,4.6,13.8,22.0,95.1,HOU,2004,2005
721,2003-04,NBA,HOU,45.0,37.0,5.0,28.3,6-7,230.0,82.0,243.0,33.4,75.5,0.442,6.3,17.1,0.366,27.1,58.4,0.464,16.7,21.6,0.773,10.3,32.3,42.6,19.3,6.8,5.4,16.7,21.5,89.8,HOU,2003,2004
