,Season,Lg,Tm,W,L,Finish,Age,Ht.,Wt.,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Team,Start_Year,End_Year
495,2012-13,NBA,CHI,45.0,37.0,2.0,28.0,6-6,215.0,82.0,241.8,35.7,81.7,0.437,5.4,15.4,0.353,30.2,66.3,0.456,16.4,21.2,0.773,12.5,30.7,43.2,23.0,7.2,5.1,14.3,19.7,93.2,CHI,2012,2013
496,2011-12,NBA,CHI,50.0,16.0,1.0,27.1,6-7,218.0,66.0,241.5,37.4,82.8,0.452,6.3,16.9,0.375,31.0,65.8,0.471,15.2,21.1,0.722,13.9,32.8,46.7,23.1,6.9,5.9,14.0,17.3,96.3,CHI,2011,2012
497,2010-11,NBA,CHI,62.0,20.0,1.0,26.4,6-7,220.0,82.0,241.8,37.1,80.3,0.462,6.2,17.3,0.361,30.9,63.1,0.489,18.2,24.5,0.743,11.8,32.4,44.2,22.3,7.2,5.7,14.2,20.0,98.6,CHI,2010,2011
498,2009-10,NBA,CHI,41.0,41.0,3.0,26.2,6-6,213.0,82.0,242.7,37.6,83.2,0.451,4.3,13.0,0.33,33.3,70.2,0.474,18.0,23.9,0.754,11.4,33.1,44.5,20.8,6.5,5.8,14.3,20.1,97.5,CHI,2009,2010
499,2008-09,NBA,CHI,41.0,41.0,2.0,24.9,6-6,212.0,82.0,243.0,38.1,83.5,0.457,6.0,15.8,0.381,32.1,67.7,0.474,19.9,25.0,0.796,11.8,30.3,42.1,21.1,7.5,5.5,14.5,20.8,102.2,CHI,2008,2009
500,2007-08,NBA,CHI,33.0,49.0,4.0,25.7,6-6,214.0,82.0,241.5,36.4,83.7,0.435,5.8,15.9,0.363,30.6,67.8,0.452,18.7,24.7,0.756,12.8,30.2,43.0,22.1,7.7,5.2,14.6,21.8,97.3,CHI,2007,2008
501,2006-07,NBA,CHI,49.0,33.0,3.0,26.0,6-6,214.0,82.0,241.2,37.1,81.3,0.457,5.9,15.1,0.388,31.3,66.2,0.473,18.6,25.4,0.734,12.0,31.7,43.7,22.3,7.8,5.4,16.0,23.3,98.8,CHI,2006,2007
502,2005-06,NBA,CHI,41.0,41.0,4.0,24.1,6-6,217.0,82.0,242.7,36.6,82.2,0.446,6.8,18.0,0.379,29.8,64.1,0.465,17.7,24.0,0.738,11.0,31.7,42.8,22.0,6.2,4.2,14.9,24.9,97.8,CHI,2005,2006
503,2004-05,NBA,CHI,47.0,35.0,2.0,25.0,6-6,218.0,82.0,241.8,34.7,80.4,0.432,6.2,17.5,0.357,28.5,62.9,0.453,18.7,25.0,0.75,12.2,31.6,43.8,21.3,7.0,4.5,16.7,24.7,94.5,CHI,2004,2005
504,2003-04,NBA,CHI,23.0,59.0,8.0,26.8,6-7,216.0,82.0,241.8,34.1,82.4,0.414,5.2,15.3,0.342,28.9,67.0,0.431,16.2,22.4,0.725,12.8,30.7,43.5,21.9,8.0,4.8,16.1,23.3,89.7,CHI,2003,2004
505,2002-03,NBA,CHI,30.0,52.0,6.0,25.2,6-7,220.0,82.0,243.0,36.5,81.9,0.445,4.3,12.2,0.35,32.2,69.7,0.462,17.7,24.6,0.722,12.0,31.0,43.0,21.7,7.4,5.6,16.9,24.7,95.0,CHI,2002,2003
506,2001-02,NBA,CHI,21.0,61.0,8.0,25.5,6-7,221.0,82.0,241.5,34.3,79.2,0.433,3.7,10.6,0.346,30.6,68.6,0.447,17.2,23.9,0.722,11.3,28.8,40.0,22.2,7.7,4.4,15.3,22.4,89.5,CHI,2001,2002
507,2000-01,NBA,CHI,15.0,67.0,8.0,23.2,6-6,229.0,82.0,242.1,33.2,78.2,0.424,4.0,11.6,0.346,29.2,66.6,0.438,17.2,23.3,0.739,11.3,27.6,38.9,22.1,8.2,4.6,15.8,23.2,87.6,CHI,2000,2001
508,1999-00,NBA,CHI,17.0,65.0,8.0,26.0,6-6,225.0,82.0,241.5,31.3,75.4,0.415,4.1,12.6,0.329,27.1,62.8,0.432,18.1,25.5,0.709,12.6,28.3,40.9,20.1,7.9,4.7,19.0,23.3,84.8,CHI,1999,2000
509,1998-99,NBA,CHI,13.0,37.0,8.0,28.6,6-6,212.0,50.0,241.5,30.8,76.7,0.401,3.5,12.2,0.289,27.2,64.5,0.422,16.8,23.7,0.709,11.5,27.9,39.3,20.3,8.7,3.4,15.5,22.2,81.9,CHI,1998,1999
510,1997-98,NBA,CHI,62.0,20.0,1.0,31.7,6-7,209.0,82.0,242.1,37.4,82.9,0.451,3.8,11.7,0.323,33.6,71.2,0.471,18.2,24.5,0.743,15.2,29.7,44.9,23.8,8.5,4.3,14.4,20.6,96.7,CHI,1997,1998
511,1996-97,NBA,CHI,69.0,13.0,1.0,30.7,6-7,210.0,82.0,240.6,40.0,84.4,0.473,6.4,17.1,0.373,33.6,67.3,0.499,16.8,22.5,0.747,15.1,30.0,45.1,26.1,8.7,4.0,13.5,19.7,103.1,CHI,1996,1997
512,1995-96,NBA,CHI,72.0,10.0,1.0,29.9,6-7,209.0,82.0,240.6,40.2,84.0,0.478,6.6,16.5,0.403,33.5,67.6,0.496,18.2,24.4,0.746,15.2,29.4,44.6,24.8,9.1,4.2,14.3,22.0,105.2,CHI,1995,1996
513,1994-95,NBA,CHI,47.0,35.0,3.0,28.1,6-7,206.0,82.0,241.8,38.9,81.8,0.476,5.4,14.5,0.373,33.5,67.4,0.498,18.3,25.2,0.726,13.5,28.0,41.5,24.0,9.7,4.3,15.8,23.9,101.5,CHI,1994,1995
514,1993-94,NBA,CHI,55.0,27.0,2.0,27.7,6-7,205.0,82.0,241.2,39.6,83.1,0.476,2.8,8.0,0.354,36.7,75.1,0.489,16.0,22.7,0.705,13.9,29.2,43.1,25.6,9.0,4.3,15.9,21.3,98.0,CHI,1993,1994
515,1992-93,NBA,CHI,57.0,25.0,1.0,28.1,6-7,208.0,82.0,241.8,42.4,87.9,0.482,3.0,8.2,0.365,39.4,79.7,0.494,17.5,23.8,0.733,15.7,27.8,43.6,26.0,9.5,5.0,13.5,22.0,105.2,CHI,1992,1993
516,1991-92,NBA,CHI,67.0,15.0,1.0,27.6,6-7,207.0,82.0,241.8,44.4,87.4,0.508,1.7,5.5,0.304,42.7,81.9,0.522,19.4,26.0,0.744,14.3,29.7,44.0,27.8,8.2,5.9,13.3,20.6,109.9,CHI,1991,1992
517,1990-91,NBA,CHI,61.0,21.0,1.0,26.9,6-7,209.0,82.0,240.9,44.3,86.9,0.51,1.9,5.2,0.366,42.4,81.7,0.519,19.6,25.7,0.76,14.0,28.6,42.6,27.0,10.0,5.3,14.4,21.4,110.0,CHI,1990,1991
518,1989-90,NBA,CHI,55.0,27.0,2.0,26.1,6-7,210.0,82.0,241.8,43.1,86.5,0.498,3.0,8.2,0.374,40.0,78.3,0.511,20.3,26.1,0.778,13.1,27.8,40.9,26.5,9.9,4.7,15.2,23.2,109.5,CHI,1989,1990
519,1988-89,NBA,CHI,47.0,35.0,5.0,26.4,6-7,211.0,82.0,241.2,42.0,85.0,0.495,2.1,6.5,0.328,39.9,78.5,0.509,20.2,25.7,0.786,12.4,29.9,42.3,27.0,8.8,4.6,16.2,22.6,106.4,CHI,1988,1989
520,1987-88,NBA,CHI,50.0,32.0,2.0,25.5,6-7,210.0,82.0,242.1,41.9,85.5,0.49,0.7,3.0,0.23,41.2,82.6,0.499,20.5,27.1,0.759,14.3,30.0,44.3,26.2,8.7,5.8,15.4,22.5,105.0,CHI,1987,1988
521,1986-87,NBA,CHI,40.0,42.0,5.0,25.4,6-7,210.0,82.0,241.8,41.2,87.3,0.473,1.0,3.6,0.261,40.3,83.6,0.482,21.4,27.5,0.778,15.2,29.3,44.5,26.1,8.3,5.3,15.3,23.4,104.8,CHI,1986,1987
522,1985-86,NBA,CHI,30.0,52.0,4.0,26.6,6-7,206.0,82.0,242.1,42.4,88.1,0.481,1.1,3.9,0.278,41.3,84.3,0.49,23.4,30.5,0.769,15.6,27.8,43.4,24.5,7.4,4.9,17.5,26.4,109.3,CHI,1985,1986
523,1984-85,NBA,CHI,38.0,44.0,3.0,25.2,6-7,207.0,82.0,241.5,42.1,84.3,0.5,0.4,2.0,0.18,41.8,82.3,0.507,24.2,30.8,0.784,13.1,28.9,42.0,24.3,7.6,5.7,17.8,25.3,108.7,CHI,1984,1985
524,1983-84,NBA,CHI,27.0,55.0,5.0,24.4,6-7,207.0,82.0,243.7,40.3,85.0,0.474,0.2,1.4,0.171,40.1,83.6,0.479,22.8,30.6,0.746,13.9,28.0,42.0,25.5,8.4,5.5,19.2,26.8,103.7,CHI,1983,1984
525,1982-83,NBA,CHI,28.0,54.0,4.0,24.5,6-7,208.0,82.0,242.7,43.1,89.9,0.48,0.5,2.5,0.215,42.6,87.4,0.487,24.2,32.8,0.737,15.5,30.8,46.3,25.4,8.1,4.9,21.3,26.7,111.0,CHI,1982,1983
526,1981-82,NBA,CHI,34.0,48.0,5.0,26.5,6-7,207.0,82.0,242.4,41.1,82.0,0.501,0.7,2.6,0.254,40.4,79.5,0.509,23.8,31.0,0.767,13.7,30.8,44.5,24.9,7.1,5.9,20.0,24.5,106.6,CHI,1981,1982
527,1980-81,NBA,CHI,45.0,37.0,2.0,26.5,6-8,209.0,82.0,241.2,42.2,84.2,0.501,0.5,2.2,0.212,41.7,82.0,0.508,24.2,31.3,0.774,15.0,30.2,45.1,23.5,8.9,6.3,20.4,25.1,109.0,CHI,1980,1981
528,1979-80,NBA,CHI,30.0,52.0,4.0,25.9,6-7,208.0,82.0,242.7,41.0,84.7,0.484,0.9,3.4,0.255,40.1,81.3,0.494,24.6,31.6,0.779,13.6,30.1,43.7,26.2,8.6,4.8,20.5,26.2,107.5,CHI,1979,1980
